Código Mantenedora;Razão Social;CNPJ;Natureza Jurídica;Código IES;Instituição(IES);Sigla;Endereço;Município;UF;Organização Acadêmica;Tipo de Credenciamento;Categoria;Categoria Administrativa;CI;Ano CI;CI-EaD;Ano CI-EaD;IGC;Ano IGC;Situação
244;FUNDACAO EDUCACIONAL LUCAS MACHADO FELUMA;17.178.203/0001-75;Privada sem fins lucrativos;14738;FACULDADE FELUMA - SAÚDE, TECNOLOGIA E CIÊNCIA (Feluma);Feluma;Rua Vereador Ildeu Viana Matos - 273 - s/c - CEP: 33400-000 - Centro;Lagoa Santa;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2013;-;;-;;Ativa
638;SOC DE ENSINO SUPERIOR PROF FERNANDA BICCHIERI SOARES;32.000.259/0001-29;Privada sem fins lucrativos;909;Faculdade Fernanda Bicchieri;-;Rua Virgínia Bicchiere - 61 - s/c - CEP: 26113-510 - Vila Herminia Maia;Belford Roxo;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;2;2016;Ativa
1199;FACULDADE ANTONIO AGU LTDA;03.475.713/0001-08;Privada com fins lucrativos;1806;FACULDADE FERNÃO DIAS (FAFE);FAFE;Rua Euclides da Cunha - 70 - Prédios B e C - CEP: 06016-030 - Centro;Osasco;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;-;;-;;2;2016;Ativa
2689;FUNDACAO INSTITUTO DE ADMINISTRACAO;44.315.919/0001-40;Privada sem fins lucrativos;1520;FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS (FFIA);FFIA;Rua José Alves Cunha Lima - 172 - s/c - CEP: 05360-050 - Butantã;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;5;2011;-;;5;2016;Ativa
1498;FUNDACAO EDUCACIONAL MENONITA;77.501.286/0001-13;Privada sem fins lucrativos;2301;FACULDADE FIDELIS (FF);FF;Rua Doutor Danilo Gomes - 834 - s/c - CEP: 81670-250 - Boqueirão;Curitiba;PR;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2013;-;;3;2016;Ativa
1343;UNIAO DE FACULDADES DE ALAGOAS LTDA - EPP;02.751.616/0001-20;Privada com fins lucrativos;2042;FACULDADE FIGUEIREDO COSTA - FIC;-;Rua Barão de Jaraguá - 398 - s/c - CEP: 57022-140 - Jaraguá;Maceió;AL;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;3;2014;3;2017;3;2016;Ativa
16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;3667;FACULDADE FILADÉLFIA (FAFIL);FAFIL;Rua Saldanha Marinho - 915 - Esquina com a Rua Prudente de Moraes, 147 - CEP: 14010-060 - Centro;Ribeirão Preto;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2013;-;;2;2016;Ativa
15950;CENTRO BRASILEIRO DE EDUCACAO E CULTURA LTDA;00.703.090/0003-49;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;13873;FACULDADE FINOM DE PATOS DE MINAS (FINOM);FINOM;Rua Ana de Oliveira - 645 - Edifício Marques, Lote D , Quadra 98 - CEP: 38700-006 - Centro;Patos de Minas;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2018;-;;-;;Ativa
3558;FUNDACAO INSTITUTO DE PESQUISAS CONTABEIS, ATUARIAIS E FINANCEIRAS - FIPECAFI;46.359.865/0001-40;Privada sem fins lucrativos;15401;Faculdade FIPECAFI (FIPECAFI);FIPECAFI;Rua Maestro Cardim - 1170 - s/c - CEP: 01323-001 - Liberdade;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;4;2013;5;2016;Ativa
1013;FLAMINGO 2001 CURSO FUNDAMENTAL;62.704.317/0001-66;Privada com fins lucrativos;1541;FACULDADE FLAMINGO;-;Avenida Francisco Matarazzo - 913 - s/c - CEP: 05001-000 - Perdizes;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2010;-;;3;2016;Ativa
16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;1213;FACULDADE FLEMING (SEF);SEF;Rua Dona Maria Uumbelina Couto - 58 - s/c - CEP: 13090-110 - Bairro Guanabara;Campinas;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2016;-;;2;2016;Ativa
16640;RWR CURSOS PREPARATORIOS PARA CONCURSOS LTDA - ME;14.334.814/0001-77;Privada com fins lucrativos;21577;Faculdade Focus (Focus);Focus;Rua Maranhão, 924 - 924 - Ed. Coliseo Center, 2 andar - CEP: 85801-015 - centro;Cascavel;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;-;;Ativa
3402;FORTIUM - EDITORA E TREINAMENTO LTDA;07.075.247/0001-16;Privada com fins lucrativos;5277;FACULDADE FORTIUM;-;SGAS Quadra 616, Módulo 114, Bloco B - S/N - s/c - CEP: 70200-760 - L2 Sul;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2010;-;;3;2016;Ativa
3478;FACULDADE EVANGELICA DE TAGUATINGA LTDA - ME;08.958.350/0001-77;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;11895;FACULDADE FORTIUM DE TAGUATINGA;-;Quadra QNM 34 Área Especial 1 - - 100 - L4/L5 - CEP: 72145-450 - Taguatinga Norte (Taguatinga);Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;3;2016;Ativa
1151;CESCO - CENTRO DE ENSINO SUPERIOR DO CENTRO OESTE LTDA;03.383.280/0001-52;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1739;FACULDADE FORTIUM SÃO SEBASTIÃO;-;CSG 09 Setor Sul - 15/16 - s/c - CEP: 72035-509 - Taguatinga;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2017;-;;SC;2012;Ativa
2415;ASSUPERO - ENSINO SUPERIOR S/S LTDA.;06.099.229/0001-01;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;2165;FACULDADE FOZ DO IGUAÇU (FAFIG);FAFIG;Avenida Paraná - 3695 - s/c - CEP: 85863-720 - Jardim Central;Foz do Iguaçu;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;2;2016;Ativa
116;CONGREGACAO DE SANTA DOROTEIA DO BRASIL;10.847.747/0001-33;Privada sem fins lucrativos;160;FACULDADE FRASSINETTI DO RECIFE (FAFIRE);FAFIRE;Avenida Conde da Boa Vista - 921 - s/c - CEP: 50060-002 - Boa Vista;Recife;PE;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;5;2017;-;;3;2016;Ativa
16597;R A FREIRE ENSINO - ME;22.345.752/0001-27;Privada com fins lucrativos;21540;FACULDADE FREIRE DE ENSINO (FFE);FFE;Rua Otávio Mendes - 147 - s/c - CEP: 07910-140 - Jardim Professor Francisco Morato;Francisco Morato;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;-;;Ativa
15868;FEDERAL EDUCACIONAL LTDA.;17.238.945/0001-49;Privada com fins lucrativos;18407;FACULDADE FRONTEIRA (FECAF);FECAF;Rua João Slaviero - 65 - s/c - CEP: 06763-470 - Jardim da Glória;Taboão da Serra;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2014;-;;-;;Ativa
1562;FUNDACAO INSTITUTO CAPIXABA DE PESQUISAS EM CONTABILIDADE, ECONOMIA E FINANCAS;03.812.374/0001-08;Privada sem fins lucrativos;2397;FACULDADE FUCAPE (FUCAPE);FUCAPE;Avenida Fernando Ferrari - 1358 - s/c - CEP: 29075-010 - Boa Vista;Vitória;ES;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;5;2010;-;;5;2016;Ativa
14675;UNICA EDUCACIONAL LTDA;10.739.240/0001-66;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;2443;FACULDADE FUNORTE DE JANAÚBA;-;Rua Pio XII - 100 - s/c - CEP: 39440-000 - Centro;Janaúba;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;3;2016;Ativa
2078;INSTITUTO DE CIENCIA, EDUCACAO E TECNOLOGIA DE VOTUPORANGA;04.961.123/0001-40;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;4597;FACULDADE FUTURA;-;Avenida Vale do Sol - 4876 - s/c - CEP: 15500-269 - Vale do Sol;Votuporanga;SP;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;2;2016;Ativa
15328;IERT- INSTITUICOES DE ENSINO REUNIDAS TIETE LTDA;13.153.035/0001-02;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;17662;Faculdade Galileu (FG);FG;Rua Reverendo Francisco Lotufo - 198 - - de 192/193 ao fim - CEP: 18606-810 - Vila Nogueira;Botucatu;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2014;-;;-;;Ativa
787;ASSOCIACAO DE CULTURA E EDUCACAO SANTA TERESA;68.701.929/0001-81;Privada sem fins lucrativos;1141;FACULDADE GAMA E SOUZA (FGS);FGS;Avenida Fernando Mattos - 48 - s/c - CEP: 22261-090 - Barra da Tijuca;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;3;2016;Ativa
15987;GAMALIEL CURSOS LTDA - ME;10.617.514/0001-44;Privada com fins lucrativos;18338;Faculdade Gamaliel (FAGAMA);FAGAMA;Rua 08 - 04 - s/c - CEP: 76420-000 - Conjunto Habitacional Codemin;Niquelândia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;-;;Ativa
16526;INSTITUTO DE ENSINO NIVEL;22.278.785/0001-00;Privada sem fins lucrativos;1732;FACULDADE GENNARI E PEARTREE (FGP);FGP;Rua Professor Massud José Nachef - 2855 - Oeste - CEP: 17280-000 - Parque da Colina;Pederneiras;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;3;2016;Ativa
1502;SOCIEDADE DAS FILHAS DE NOSSA SENHORA DO SAGR CORACAO;60.470.960/0001-47;Privada sem fins lucrativos;2308;FACULDADE GEREMÁRIO DANTAS (SFNSC);SFNSC;Rua Cândido Benício - 159 - s/c - CEP: 21320-061 - Jacarepaguá;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;3;2016;Ativa
15678;INSTITUTO GIANNA BERETTA DE EDUCACAO SUPERIOR LTDA - ME;07.193.291/0001-20;Privada com fins lucrativos;17326;FACULDADE GIANNA BERETTA;-;Avenida Jerônimo de Albuquerque Maranhão - 1100 - s/c - CEP: 65060-645 - Bequimão;São Luís;MA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2012;-;;-;;Ativa
15328;IERT- INSTITUICOES DE ENSINO REUNIDAS TIETE LTDA;13.153.035/0001-02;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;16194;Faculdade Gran Tietê (FGT);FGT;XV DE NOVEMBRO - 125 - s/c - CEP: 17340-970 - Centro;Barra Bonita;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2011;-;;-;;Ativa
16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;2173;FACULDADE GUAIANÁS (FAG);FAG;Rua Otelo Augusto Ribeiro - 411 - s/c - CEP: 08412-000 - Guaianases;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2010;-;;3;2016;Ativa
2390;SESG - SOCIEDADE DE EDUCACAO SUPERIOR GUAIRACA LTDA;06.060.722/0001-18;Privada com fins lucrativos;3797;FACULDADE GUAIRACÁ (FAG);FAG;Rua XV de Novembro - 7.050 - s/c - CEP: 85010-000 - Centro;Guarapuava;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;3;2016;Ativa
2390;SESG - SOCIEDADE DE EDUCACAO SUPERIOR GUAIRACA LTDA;06.060.722/0001-18;Privada com fins lucrativos;21992;Faculdade Guairacá de Prudentópolis (FGP);FGP;Rua Marechal Floriano Peixoto - 1012 - s/c - CEP: 84400-000 - Centro;Prudentópolis;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;-;;Ativa
2224;INSTITUTO EDUCACIONAL SANTA CATARINA LTDA - EPP;05.682.453/0001-69;Privada com fins lucrativos;3363;FACULDADE GUARAÍ (FAG);FAG;Avenida Jk - 2541 - s/c - CEP: 77700-000 - Setor Universitário;Guaraí;TO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;2;2016;Ativa
3419;UNIAO DE ENSINO E CULTURA DE GUARAPUAVA LTDA - UNIGUA;09.150.706/0001-04;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;5518;FACULDADE GUARAPUAVA (FG);FG;Rua Novo Ateneu - 1015 - s/c - CEP: 85015-180 - Jordão;Guarapuava;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2010;3;2017;3;2016;Ativa
208;ASSOCIACAO CATARINENSE DE ENSINO;84.711.092/0001-08;Privada sem fins lucrativos;5318;FACULDADE GUILHERME GUIMBALA (FGG);FGG;RUA SAO JOSÉ - 490 - s/c - CEP: 89202-010 - Anita Garibaldi;Joinville;SC;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2015;-;;2;2016;Ativa
1076;SOCIEDADE INTEGRAL DE ENSINO SOCIEDADE SIMPLES LTDA.;03.466.601/0001-82;Privada com fins lucrativos;1639;FACULDADE HÉLIO ROCHA (FHR);FHR;Rua Fernando Menezes de Goes - 570 - s/c - CEP: 41820-035 - Pituba;Salvador;BA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2012;-;;3;2016;Ativa
2627;SOCIEDADE EDUCACIONAL HERRERO LTDA. - SS - EPP;03.366.031/0001-59;Privada com fins lucrativos;4534;FACULDADE HERRERO (FATEC);FATEC;Rua Álvaro Andrade - 345/322 - s/c - CEP: 80610-240 - Portão;Curitiba;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2012;-;;3;2016;Ativa
14259;INSTITUTO DE EDUCACAO SUPERIOR HORIZONTE LTDA;11.395.728/0001-86;Privada com fins lucrativos;14882;FACULDADE HORIZONTE (FACHORIZONTE);FACHORIZONTE;Quadra CRS 506 Bloco A - - s/c - CEP: 70350-515 - Asa Sul;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;-;;Ativa
915;INSTITUICAO SINODAL DE ASSISTENCIA EDUCACAO E CULTURA;96.746.441/0001-06;Privada sem fins lucrativos;1780;FACULDADE HORIZONTINA (FAHOR);FAHOR;Rua Buricá - 725 - s/c - CEP: 98920-000 - Centro;Horizontina;RS;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2013;-;;3;2016;Ativa
2205;SOCIEDADE EDUCACIONAL PINHALZINHO - ME;05.608.297/0001-96;Privada com fins lucrativos;18257;FACULDADE HORUS SÄO MIGUEL (FSJ);FSJ;RUA LA SALLE - 2570 - s/c - CEP: 89900-000 - CENTRO;São Miguel do Oeste;SC;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2014;-;;-;;Ativa
16316;CASA DE CARIDADE DE MURIAE - HOSPITAL SAO PAULO;22.780.498/0001-95;Privada sem fins lucrativos;20685;FACULDADE HOSPITAL SÃO PAULO DE MURIAÉ (FAMEHSP);FAMEHSP;Rua Cel. Izalino - 187 - s/c - CEP: 36880-000 - centro;Muriaé;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2017;-;;-;;Ativa
15726;SOCIEDADE ESCOLAR BARAO DO RIO BRANCO;57.036.782/0001-36;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;17587;Faculdade Humboldt (FH);FH;Avenida Engenheiro Alberto Kuhlmann - 525 - s/c - CEP: 04784-010 - Jardim Ipanema (Zona Sul);São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2013;-;;-;;Ativa
16508;INSTITUTO DE ENSINO SUPERIOR IBECO LTDA;22.898.814/0001-28;Privada com fins lucrativos;21431;Faculdade IBECO (IBECO);IBECO;Rua Loefgren - 1400 - s/c - CEP: 04040-001 - Vila Clementino;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;-;;Ativa
15778;IBG - INSTITUTO BUSINESS GROUP DE ENSINO SUPERIOR, PESQUISA E CONSULTORIA LTDA - ME;10.409.442/0001-40;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;17889;FACULDADE IBG (IBG);IBG;Avenida Lions Internacional - 818 - s/c - CEP: 78740-162 - Vila Aurora III;Rondonópolis;MT;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;-;;Ativa
2377;IBGEN EDUCACIONAL LTDA;01.024.691/0001-26;Privada com fins lucrativos;3768;Faculdade IBGEN;-;Avenida Forte - 77 - s/c - CEP: 91360-000 - Cristo Redentor;Porto Alegre;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2018;-;;3;2016;Ativa
1223;GRUPO IBMEC EDUCACIONAL S.A;04.298.309/0001-60;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1484;FACULDADE IBMEC (IBMEC);IBMEC;Rua Rio Grande do Norte - 300 - s/c - CEP: 30130-130 - Funcionários;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;5;2015;-;;4;2016;Ativa
1223;GRUPO IBMEC EDUCACIONAL S.A;04.298.309/0001-60;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;12803;FACULDADE IBMEC DISTRITO FEDERAL (IBMEC/DF);IBMEC/DF;ST SCN Quadra 06 Conjunto A- Edificio Vênancio 3000 - S/N - Shopping ID - Subsl.: 2 Loja 07C a119C - CEP: 70716-900 - Asa Norte;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;-;;Ativa
1223;GRUPO IBMEC EDUCACIONAL S.A;04.298.309/0001-60;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;21438;Faculdade Ibmec São Paulo (IBMEC/SP);IBMEC/SP;Avenida Doutor Cardoso de Melo - 90 - - até 189/190 - CEP: 04548-000 - Vila Olímpia;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;5;2017;-;;-;;Ativa
3058;IBS BUSINESS SCHOOL DE MINAS GERAIS LTDA;00.203.629/0001-39;Privada com fins lucrativos;4773;FACULDADE IBS (IBS);IBS;Avenida Prudente de Morais - 444 - s/c - CEP: 30380-000 - Cidade Jardim;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;3;2016;Ativa
1509;SOEBRAS - SOCIEDADE EDUCATIVA DO BRASIL LTDA;22.669.915/0001-27;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;4068;FACULDADE ICESP (ICESP);ICESP;Qe 11 Área Especial C/D/E - s/n - Região Administrativa X, - CEP: 71020-621 - Guará;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2012;-;;4;2016;Ativa
14675;UNICA EDUCACIONAL LTDA;10.739.240/0001-66;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;3610;Faculdade ICESP de Brasília;-;Quadra QS 5 Rua 300 - Lote 01 - s/c - CEP: 71961-540 - Areal (Águas Claras);Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2010;-;;3;2016;Ativa
15923;INSTITUTO CONSCIENCIA GO LTDA - EPP;10.478.957/0001-00;Privada com fins lucrativos;18009;Faculdade ICG;-;Avenida Hamburgo - 254 - Qd.142 - Lote 09 E - CEP: 74330-340 - Jardim Europa;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;-;;Ativa
16182;ENTIDADE MANTENEDORA DE ENSINO - CENTRO DE ESTUDOS SUPERIORES IDD LTDA;19.597.506/0001-58;Privada com fins lucrativos;19196;Faculdade IDD (IDD);IDD;Rua Emiliano Perneta - 174 - - até 370/371 - CEP: 80010-050 - Centro;Curitiba;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;-;;Ativa
16007;FACULDADE BRASILEIRA DE EDUCACAO SUPERIOR LTDA - ME;13.785.907/0001-55;Privada com fins lucrativos;18450;FACULDADE IDEAL DE ALTO HORIZONTE (UnIDEAL);UnIDEAL;Avenida Osmar Rosa da Silva, esq. c/ Rua Belém, - 04 - lotes 01 a 09, quadra 04 - CEP: 76560-000 - Setor Sul;Alto Horizonte;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;-;;Ativa
2426;SOCIEDADE DE ENSINO SUPERIOR IDEAL LTDA - EPP;03.082.246/0001-48;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;3854;FACULDADE IDEAL DE BRASÍLIA (IDEAL);IDEAL;Avenida Independência Scc, Quadra 1, Bloco C - s/n - Ed. Plaza Shopping Salas M-07 e M-08 - CEP: 73320-000 - Planaltina;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2013;-;;3;2016;Ativa
16007;FACULDADE BRASILEIRA DE EDUCACAO SUPERIOR LTDA - ME;13.785.907/0001-55;Privada com fins lucrativos;1993;FACULDADE IDEAL DE PATOS (FACIPA);FACIPA;Br 365 - Km 407 - S/N - s/c - CEP: 38700-000 - Industrial;Patos de Minas;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2009;-;;SC;2012;Ativa
941;SOCIEDADE EDUCACIONAL IDEAL LTDA;02.696.435/0001-48;Privada com fins lucrativos;1423;FACULDADE IDEAL WYDEN (FACI WYDEN);FACI WYDEN;TRAVESSA TUPINAMBÁS - 461 - ENTRE AS RUAS MUNDURUCUS E PARIQUIS - CEP: 66025-610 - BATISTA CAMPOS;Belém;PA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;3;2016;Ativa
15905;INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DE BAGE LTDA;17.592.423/0001-40;Privada com fins lucrativos;13359;FACULDADE IDEAU DE BAGÉ (IDEAU);IDEAU;Avenida Santa Tecla - 4200 - s/c - CEP: 96413-000 - Getúlio Vargas;Bagé;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;-;;3;2016;Ativa
15902;INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DE CAXIAS DO SUL LTDA;17.588.465/0001-08;Privada com fins lucrativos;4632;FACULDADE IDEAU DE CAXIAS DO SUL (IDEAU);IDEAU;Rua Feijó Júnior - 1049 - s/c - CEP: 95034-160 - São Pelegrino;Caxias do Sul;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2018;-;;3;2016;Ativa
2112;INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DO ALTO URUGUAI LTDA;03.323.948/0001-76;Privada com fins lucrativos;3339;FACULDADE IDEAU DE GETÚLIO VARGAS (IDEAU);IDEAU;Avenida Borges Medeiros - 2113 - s/c - CEP: 99900-000 - Champagnat;Getúlio Vargas;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;-;2016;-;;4;2016;Ativa
15904;INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DE PASSO FUNDO LTDA;17.590.477/0001-77;Privada com fins lucrativos;4633;Faculdade IDEAU de Passo Fundo (IDEAU);IDEAU;Avenida Rui Barbosa - 103 - Quadra 138 - CEP: 99050-120 - Vila Petrópolis;Passo Fundo;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;3;2016;Ativa
15694;IETEC - INSTITUTO DE EDUCACAO TECNOLOGICA EIRELI;23.374.705/0001-74;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;17382;Faculdade Ietec (Ietec);Ietec;Rua Tomé de Souza - 1065 - s/c - CEP: 30140-131 - Funcionários;Belo Horizonte;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2013;-;;-;;Ativa
15926;INSTITUTO LATINO AMERICANO DE PESQUISA E ENSINO ODONTOLOGICO - ILAPEO LTDA;07.059.864/0001-28;Privada com fins lucrativos;18046;FACULDADE ILAPEO (ILAPEO);ILAPEO;Rua Jacarezinho - 656 - - até 915/916 - CEP: 80710-150 - Mercês;Curitiba;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2014;-;;-;;Ativa
278;UNIAO BRASILIENSE DE EDUCACAO E CULTURA;00.331.801/0001-30;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;2723;FACULDADE IMACULADA CONCEIÇÃO DO RECIFE (UBEC);UBEC;Avenida Caxangá - 3839 - s/c - CEP: 50670-902 - Iputinga;Recife;PE;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2015;-;;3;2016;Ativa
16056;INSTITUTO MINEIRO DE EDUCACAO SUPERIOR;07.543.471/0001-95;Privada sem fins lucrativos;18637;Faculdade ImesMercosur (ImesMercosur);ImesMercosur;Rua Peçanha - 662 - 10º Andar - - de 551/552 a 1130/1131 - CEP: 35010-161 - Centro;Governador Valadares;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2015;-;;-;;Ativa
13129;INSTITUTO MONITOR LTDA - EPP;60.943.974/0001-30;Privada com fins lucrativos;12817;FACULDADE IMESP MONITOR (IMESP);IMESP;Av. Rangel Pestana - 1105 - s/c - CEP: 03001-000 - Brás;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;-;;Ativa
1765;UNIAO EDUCACIONAL, CULTURAL E TECNOLOGICA IMPACTA - UNI.IMPACTA;59.069.914/0001-51;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;5387;FACULDADE IMPACTA DE TECNOLOGIA (FIT);FIT;Rua do Bosque - 60 - Campus Rudge - CEP: 01136-000 - Barra Funda;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;3;2016;Ativa
1163;FAINOR FACULDADE INDEPENDENTE DO NORDESTE LTDA;03.262.477/0001-33;Privada com fins lucrativos;1758;FACULDADE INDEPENDENTE DO NORDESTE (FAINOR);FAINOR;Avenida Luís Eduardo Magalhães - 1305 - s/c - CEP: 45000-000 - Candeias;Vitória da Conquista;BA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;3;2016;Ativa
2183;CESUCA - COMPLEXO DE ENSINO SUPERIOR DE CACHOEIRINHA LTDA - ME;05.687.481/0001-79;Privada com fins lucrativos;3443;FACULDADE INEDI (CESUCA);CESUCA;Rua Silvério Manoel da Silva - 160 - s/c - CEP: 94940-243 - Colinas;Cachoeirinha;RS;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;4;2013;4;2016;Ativa
