NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,NT_GER,NT_FG,NT_CE,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81,NOME_CURSO,Código Mantenedora,CNPJ,Natureza Jurídica,Instituição(IES),Sigla,Endereço,Município,UF,Organização Acadêmica,Categoria,Categoria Administrativa,IGC,Ano IGC
2017,4094,4,10022,72,80892,1,2507507,25,2,26,2010,2014,4,45.5,15,55.7,A,D,A,C,C,A,B,B,E,E,E,A,A,A,A,25,A,D,A,B,B,D,E,E,A,I,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,3,3,3,2,6,6,5,4,6,8,8,5,6,6,6,6,5,1,4,5,5,6,6,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Análise e Desenvolvimento de Sistemas,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,72,80892,1,2507507,25,2,33,2003,2014,4,40.8,48.2,38.3,B,D,A,B,D,C,B,A,F,E,B,A,A,A,A,25,E,A,A,C,A,D,B,E,A,F,6,5,5,4,4,5,4,4,3,4,5,5,5,4,6,5,3,3,3,3,5,4,5,5,5,3,3,5,5,5,6,6,5,2,4,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Análise e Desenvolvimento de Sistemas,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,72,80892,1,2507507,25,2,26,2010,2015,4,30.5,45.6,25.5,A,A,A,B,E,B,B,B,B,A,C,A,A,A,D,25,A,D,G,A,A,B,A,E,A,F,6,6,6,6,5,5,5,4,3,5,6,6,6,6,6,6,4,1,6,6,6,6,6,6,8,5,1,6,6,6,6,6,6,3,5,5,4,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Análise e Desenvolvimento de Sistemas,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,72,80892,1,2507507,25,2,31,2007,2015,1,30.5,8,38,A,D,A,D,B,A,A,A,A,A,E,A,A,A,A,25,A,A,F,G,B,A,C,E,A,D,5,6,5,5,6,6,5,5,5,6,6,6,6,5,5,5,5,5,8,5,5,5,5,5,5,8,8,5,5,5,6,6,6,5,6,6,6,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Análise e Desenvolvimento de Sistemas,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,72,80892,1,2507507,25,2,26,2008,2017,1,55.7,46.6,58.7,A,A,A,F,F,B,D,E,B,A,B,A,A,A,A,25,B,A,B,A,A,B,C,E,A,C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Análise e Desenvolvimento de Sistemas,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,72,80892,1,2507507,25,2,27,2007,2015,4,27.4,2,35.8,A,D,A,C,D,B,E,C,E,E,C,A,A,A,E,25,A,A,A,B,A,B,C,E,E,F,6,6,6,6,6,6,5,5,5,6,6,6,6,5,6,6,7,5,6,7,6,6,6,8,6,7,7,6,6,5,6,6,6,7,4,3,3,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Análise e Desenvolvimento de Sistemas,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,72,80892,1,2507507,25,2,26,2008,2016,4,66,30,78,A,D,A,D,E,B,E,B,B,A,H,A,C,A,A,25,B,A,B,C,A,B,E,E,H,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,6,6,6,6,6,6,6,5,5,5,6,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Análise e Desenvolvimento de Sistemas,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,72,80892,1,2507507,25,2,24,2009,2015,4,39.8,41.1,39.3,A,F,A,C,F,C,B,B,F,E,C,A,A,A,A,25,A,A,D,C,A,B,B,E,B,D,4,6,5,5,6,5,6,5,4,6,6,5,5,6,6,6,4,4,6,4,5,6,6,8,8,8,8,6,6,6,6,6,6,4,5,6,3,6,6,4,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Análise e Desenvolvimento de Sistemas,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,72,80892,1,2507507,25,2,29,2006,2011,4,40,52.5,35.8,A,C,A,F,E,B,B,E,C,E,B,A,A,A,A,25,B,A,B,A,A,A,B,A,A,C,4,4,5,5,4,5,4,8,4,5,5,5,3,4,6,5,4,5,4,8,4,5,5,8,5,1,1,6,6,6,6,6,4,5,5,4,4,5,5,8,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Análise e Desenvolvimento de Sistemas,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,72,80892,1,2507507,25,2,28,2006,2015,1,41.9,61,35.5,A,A,A,F,F,F,A,D,B,A,B,A,F,A,A,26,B,A,B,C,A,D,E,E,A,F,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,8,8,6,6,6,6,6,6,4,6,6,6,6,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Análise e Desenvolvimento de Sistemas,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,23,2013,2015,4,35.4,48.5,31,A,D,A,F,F,B,C,E,C,B,B,A,A,A,A,25,B,A,B,B,A,A,B,E,B,I,4,5,5,6,4,6,5,5,5,5,4,4,6,6,5,5,6,6,6,5,4,3,5,8,5,8,8,6,5,6,6,5,5,5,3,2,3,5,5,5,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,27,2011,2015,4,29.8,44.1,25,A,D,A,A,D,B,C,A,C,D,E,A,A,A,A,25,A,E,B,C,A,B,B,E,C,B,3,2,4,3,3,5,4,3,3,3,4,4,3,4,4,4,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,27,2007,2015,4,28.8,40.2,25,A,A,A,D,E,B,C,E,C,D,B,A,A,A,A,25,B,A,B,C,A,B,B,A,E,C,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,5,5,5,5,6,5,5,6,6,6,7,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,38,2006,2015,4,23.3,33.3,20,C,D,A,B,C,C,D,C,C,E,E,A,A,A,A,25,D,A,B,C,A,B,B,E,H,I,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,24,2011,2015,4,28.5,35.2,26.2,A,B,A,B,B,B,G,B,E,E,H,A,A,A,D,25,A,A,B,C,B,B,B,E,E,H,6,6,6,6,6,6,6,5,6,6,6,6,6,4,6,6,3,3,6,7,6,6,6,8,6,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,38,1998,2015,4,19.6,33.3,15,B,D,A,D,C,B,F,A,E,B,G,A,A,A,A,25,D,A,B,B,A,B,B,D,C,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,30,2008,2015,4,25.9,35.4,22.7,A,A,A,C,C,B,D,B,D,E,I,A,A,A,C,25,A,D,C,G,A,B,B,D,A,F,6,6,6,6,6,6,6,5,6,5,5,5,5,6,6,6,5,6,5,5,6,6,6,5,5,6,8,6,6,6,6,6,5,6,6,5,5,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,26,2009,2014,4,31.9,35.3,30.8,A,C,A,D,E,B,F,D,D,E,I,A,A,A,A,25,E,A,A,B,A,B,B,E,C,F,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,39,2001,2013,4,43,61.5,36.8,B,D,A,D,D,C,D,D,E,E,B,A,A,A,A,25,D,A,C,B,A,C,B,E,E,H,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,7,5,6,6,8,6,8,8,6,6,5,6,6,6,6,5,5,5,6,6,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,40,2007,2015,4,33.9,43.3,30.8,B,D,A,D,F,C,D,A,A,E,E,A,A,A,A,25,D,A,B,C,A,B,B,D,C,C,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,31,2005,2015,4,54.8,54.9,54.7,B,D,A,A,D,C,E,B,F,E,I,A,A,A,A,25,A,D,B,A,A,B,B,E,E,H,4,3,3,2,3,4,3,3,2,2,3,2,3,2,5,4,1,1,5,3,4,2,3,8,8,8,8,5,3,5,4,4,5,1,3,2,2,5,5,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,35,2000,2015,4,40.8,40,41,B,B,A,D,D,C,C,B,F,E,B,A,A,A,A,25,A,A,A,J,B,B,C,E,H,B,6,6,6,6,6,6,6,6,6,4,4,4,6,4,6,6,1,1,4,1,6,4,6,1,4,1,1,6,4,6,4,4,5,5,4,4,4,6,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,4094,4,10022,79,80956,1,2507507,25,2,30,2004,2014,4,31.9,22.5,35,A,A,A,E,D,C,D,C,F,D,I,A,A,A,A,25,A,A,F,H,A,C,D,E,A,F,6,6,6,6,6,5,5,6,5,6,6,6,6,5,6,6,5,5,5,6,6,6,6,5,6,8,8,6,6,6,6,6,6,6,5,5,6,6,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tecnologia em Redes de Computadores,3547,10.330.472/0001-66,Privada com fins lucrativos,Faculdade Estácio da Paraíba (ESTÁCIO PARAÍBA),ESTÁCIO PARAÍBA,Avenida Governador Flávio Ribeiro Coutinho - 115 - s/c - CEP: 58037-000 - Manaíra,João Pessoa,PB,Faculdade,Privada,Privada com fins lucrativos,4,2016
2017,1166,1,10026,1502,81312,1,2507507,25,2,30,2003,2009,2,30.7,50.2,24.2,B,D,A,B,D,C,E,A,B,A,A,C,F,A,A,25,B,A,B,C,B,B,B,E,A,A,5,5,4,6,6,4,6,6,6,6,4,4,5,5,6,6,6,6,6,6,6,6,6,5,6,6,6,5,6,5,4,6,6,5,4,4,4,5,4,6,6,3,A,B,B,D,A,A,D,D,C,A,A,B,C,Química (Licenciatura),9062,10.783.898/0001-75,Pessoa Jurídica de Direito Público - Federal,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA (IFPB)",IFPB,Avenida João da Mata - 256 - s/c - CEP: 58015-020 - Jaguaribe,João Pessoa,PB,"Instituto Federal de Educação, Ciência e Tecnologia",Pública,Pública Federal,3,2016
2017,1166,1,10026,1502,81312,1,2507507,25,2,26,2008,2012,2,24.6,14.4,28,C,C,A,B,C,B,B,A,A,A,A,C,B,A,A,25,A,A,A,K,B,B,D,A,E,F,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,A,A,H,D,A,A,D,D,A,B,B,B,A,Química (Licenciatura),9062,10.783.898/0001-75,Pessoa Jurídica de Direito Público - Federal,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA (IFPB)",IFPB,Avenida João da Mata - 256 - s/c - CEP: 58015-020 - Jaguaribe,João Pessoa,PB,"Instituto Federal de Educação, Ciência e Tecnologia",Pública,Pública Federal,3,2016
2017,1166,1,10026,1502,81312,1,2507507,25,2,30,2005,2014,2,26.5,41.9,21.3,A,D,A,D,C,B,D,B,B,A,A,A,A,A,A,25,B,A,A,G,B,B,A,E,G,A,6,5,5,5,5,5,5,5,5,5,4,5,4,4,6,5,4,4,3,3,4,4,5,5,5,4,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,B,E,I,I,A,C,F,E,A,A,B,B,A,Química (Licenciatura),9062,10.783.898/0001-75,Pessoa Jurídica de Direito Público - Federal,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA (IFPB)",IFPB,Avenida João da Mata - 256 - s/c - CEP: 58015-020 - Jaguaribe,João Pessoa,PB,"Instituto Federal de Educação, Ciência e Tecnologia",Pública,Pública Federal,3,2016
2017,550,2,10028,6307,82602,1,2504009,25,2,23,2011,2012,3,48,57,45,A,A,A,D,F,B,E,E,C,D,A,A,B,A,A,25,B,A,B,A,A,C,C,E,A,G,4,5,4,4,5,5,5,7,5,4,5,5,6,7,3,4,6,6,6,6,6,5,4,6,6,5,4,6,5,5,5,3,4,3,2,3,3,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia Ambiental,382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,6307,82602,1,2504009,25,2,24,2010,2012,3,35.1,33.8,35.5,A,A,A,B,D,B,C,A,B,A,A,A,B,A,D,25,A,A,B,C,A,B,E,E,H,A,5,5,5,5,5,6,6,5,6,5,4,6,5,5,6,6,6,6,6,6,4,3,5,6,6,3,4,6,5,6,5,5,6,6,5,3,3,5,6,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia Ambiental,382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,6307,82602,1,2504009,25,2,23,2010,2011,3,61.7,66.6,60,A,A,A,D,D,B,E,D,B,B,A,A,C,B,A,25,B,A,B,C,B,C,D,E,G,E,4,5,5,5,6,5,4,6,5,5,6,6,6,4,5,6,4,4,4,4,5,4,4,8,8,1,6,6,7,5,5,6,4,5,4,4,5,2,4,7,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia Ambiental,382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,6307,82602,1,2504009,25,2,23,2012,2013,3,54.4,79.4,46,A,B,A,D,D,D,A,D,C,A,A,A,B,A,A,29,B,A,B,G,A,A,B,E,H,A,5,5,5,5,4,5,5,5,5,5,4,4,4,3,3,5,4,3,3,3,3,3,4,7,7,2,2,3,4,4,4,4,4,4,4,3,4,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia Ambiental,382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,6307,82602,1,2504009,25,2,24,2010,2012,3,35.8,54.7,29.5,B,F,A,C,D,C,C,A,C,C,A,A,A,A,A,25,E,A,B,A,A,B,B,E,H,A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia Ambiental,382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,6307,82602,1,2504009,25,2,23,2011,2012,3,38,67.8,28,E,D,A,E,E,B,C,E,B,B,A,A,A,A,A,25,B,A,B,C,A,B,C,E,B,A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia Ambiental,382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
2017,550,2,10028,6307,82602,1,2504009,25,2,26,2008,2012,3,49.8,47.7,50.5,B,D,A,C,D,C,E,B,F,E,A,A,A,A,D,25,E,A,B,A,B,C,B,E,H,A,5,3,4,5,5,5,5,6,6,3,3,4,4,4,5,6,5,5,3,7,2,2,6,5,6,7,7,4,5,5,5,5,4,5,4,4,4,4,4,4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia Ambiental,382,12.671.814/0001-37,Pessoa Jurídica de Direito Público - Estadual,UNIVERSIDADE ESTADUAL DA PARAÍBA (UEPB),UEPB,Avenida das Baraúnas - 351 - s/c - CEP: 58109-763 - Bodocongó,Campina Grande,PB,Universidade,Pública,Pública Estadual,3,2016
